SectionID,CourseID,Semester,InstructorID
1931,371,Spring 2026,1730
1932,1894,Fall 2025,1088
1933,1804,Fall 2025,1006
1934,817,Spring 2026,1399
1935,342,Summer 2026,1780
1936,1135,Spring 2026,1021
1937,1434,Spring 2026,998
1938,1699,Fall 2025,1228
1939,960,Fall 2025,1605
1940,155,Summer 2026,670
1941,870,Summer 2026,759
1942,752,Spring 2026,457
1943,334,Spring 2026,1993
1944,1539,Spring 2026,273
1945,196,Summer 2026,1001
1946,1438,Spring 2026,1663
1947,815,Fall 2025,1140
1948,992,Fall 2025,1193
1949,198,Summer 2026,1359
1950,1065,Summer 2026,1252
1951,626,Spring 2026,1280
1952,515,Summer 2026,525
1953,66,Spring 2026,1438
1954,1188,Fall 2025,1228
1955,202,Fall 2025,208
1956,1378,Summer 2026,1676
1957,1846,Spring 2026,1338
1958,77,Spring 2026,1612
1959,630,Spring 2026,556
1960,517,Spring 2026,468
1961,1521,Summer 2026,685
1962,972,Summer 2026,1336
1963,320,Summer 2026,1533
1964,1110,Summer 2026,155
1965,542,Summer 2026,36
1966,1994,Summer 2026,290
1967,364,Fall 2025,698
1968,591,Summer 2026,331
1969,1308,Spring 2026,65
1970,1322,Fall 2025,312
1971,1310,Summer 2026,1444
1972,1676,Fall 2025,838
1973,1192,Summer 2026,1928
1974,1781,Fall 2025,1348
1975,1470,Spring 2026,422
1976,643,Spring 2026,946
1977,659,Fall 2025,1241
1978,928,Summer 2026,1133
1979,958,Summer 2026,1563
1980,841,Spring 2026,1955
1981,1039,Spring 2026,877
1982,184,Fall 2025,839
1983,677,Fall 2025,1215
1984,439,Fall 2025,45
1985,1109,Summer 2026,1360
1986,1304,Summer 2026,266
1987,1222,Fall 2025,1702
1988,264,Fall 2025,1666
1989,661,Spring 2026,1934
1990,1443,Fall 2025,1257
1991,1214,Spring 2026,1885
1992,1022,Fall 2025,1477
1993,609,Spring 2026,192
1994,1547,Summer 2026,326
1995,1838,Summer 2026,449
1996,1948,Spring 2026,891
1997,801,Spring 2026,1372
1998,1487,Summer 2026,1901
1999,1465,Fall 2025,1225
2000,424,Fall 2025,1849
2001,1793,Fall 2025,1664
2002,1927,Summer 2026,298
2003,474,Spring 2026,930
2004,2798,Summer 2026,86
2005,632,Spring 2026,2031
2006,3647,Spring 2026,4894
2007,3131,Spring 2026,3376
2008,2203,Spring 2026,4045
2009,4731,Spring 2026,631
2010,2042,Summer 2026,220
2011,2238,Summer 2026,863
2012,736,Spring 2026,3126
2013,675,Summer 2026,2335
2014,3306,Summer 2026,1222
2015,4513,Fall 2025,4022
2016,2680,Fall 2025,571
2017,4955,Fall 2025,4257
2018,2988,Spring 2026,4604
2019,920,Fall 2025,3163
2020,4084,Fall 2025,1552
2021,1793,Fall 2025,758
2022,1424,Fall 2025,106
2023,416,Fall 2025,3752
2024,4573,Summer 2026,3934
2025,447,Spring 2026,3097
2026,1721,Fall 2025,40
2027,3554,Summer 2026,1348
2028,42,Fall 2025,1830
2029,3682,Summer 2026,1409
2030,4687,Fall 2025,2213
2031,1254,Summer 2026,210
2032,3999,Fall 2025,1280
2033,2325,Fall 2025,2232
2034,3004,Spring 2026,3800
2035,933,Summer 2026,1436
2036,300,Summer 2026,964
2037,485,Fall 2025,1724
2038,3301,Summer 2026,2370
2039,2327,Fall 2025,2920
2040,678,Fall 2025,4123
2041,1486,Fall 2025,1350
2042,2124,Summer 2026,4815
2043,4463,Spring 2026,4223
2044,2348,Spring 2026,3608
2045,2827,Fall 2025,84
2046,2001,Summer 2026,343
2047,4966,Spring 2026,3435
2048,3688,Fall 2025,4548
2049,2595,Summer 2026,4436
2050,281,Fall 2025,4459
2051,325,Spring 2026,4143
2052,1731,Summer 2026,1923
2053,467,Summer 2026,4251
2054,1734,Summer 2026,3940
2055,4059,Spring 2026,2550
2056,915,Fall 2025,4280
2057,1650,Spring 2026,4981
2058,4768,Fall 2025,126
2059,584,Spring 2026,703
2060,1304,Fall 2025,3882
2061,4232,Spring 2026,3342
2062,1973,Spring 2026,76
2063,1904,Spring 2026,2831
2064,325,Spring 2026,353
2065,1149,Spring 2026,2525
2066,2015,Spring 2026,1706
2067,46,Spring 2026,2084
2068,746,Summer 2026,3151
2069,2361,Fall 2025,923
2070,1608,Fall 2025,2634
2071,4811,Fall 2025,3132
2072,3661,Fall 2025,3339
2188,2161,Fall 2025,3884
2189,1323,Fall 2025,4223
2190,3667,Fall 2025,4612
2191,597,Spring 2026,4896
2192,647,Summer 2026,2034
2193,4281,Summer 2026,1218
2194,3253,Fall 2025,1166
2195,1245,Spring 2026,584
2196,3940,Fall 2025,4887
2197,370,Fall 2025,1527
2198,537,Fall 2025,154
2199,4968,Fall 2025,1011
2200,735,Spring 2026,4390
2201,4498,Summer 2026,4794
2202,3734,Summer 2026,3609
2203,2210,Fall 2025,2869
2204,537,Fall 2025,2992
2205,496,Summer 2026,2403
2206,93,Fall 2025,1344
2207,2001,Fall 2025,4019
2208,4717,Spring 2026,2169
2209,1497,Fall 2025,1599
2210,2949,Spring 2026,4517
2211,984,Fall 2025,2654
2212,3797,Fall 2025,1113
2213,59,Summer 2026,4920
2214,2591,Spring 2026,675
2215,523,Spring 2026,1660
2216,532,Summer 2026,2412
2217,4219,Spring 2026,53
2218,460,Fall 2025,2210
2219,1735,Spring 2026,4077
2220,1137,Summer 2026,831
2221,4364,Spring 2026,4903
2222,2468,Fall 2025,4154
2223,2023,Fall 2025,2877
2224,1063,Summer 2026,1543
2225,2835,Fall 2025,778
2226,3655,Fall 2025,1262
2227,1141,Fall 2025,207
2228,432,Fall 2025,3992
2229,3999,Fall 2025,4207
2230,1624,Fall 2025,3584
2231,324,Fall 2025,1938
2232,4697,Summer 2026,2763
2233,359,Spring 2026,4609
2234,251,Spring 2026,24
2235,620,Summer 2026,181
2236,3452,Spring 2026,4402
2237,4962,Summer 2026,1782
2238,23,Spring 2026,708
2239,2687,Spring 2026,3468
2240,187,Spring 2026,4919
2241,112,Spring 2026,4877
2242,1875,Fall 2025,1236
2243,3311,Summer 2026,3143
2244,937,Spring 2026,975
2245,4499,Spring 2026,2557
2246,1101,Summer 2026,4278
2247,375,Summer 2026,2003
2248,3675,Spring 2026,2636
2249,3099,Summer 2026,2675
2250,246,Spring 2026,4206
2251,1329,Fall 2025,1875
2252,2968,Summer 2026,1810
2253,4405,Summer 2026,825
2254,3611,Summer 2026,2746
2255,1089,Summer 2026,2770
2256,1549,Fall 2025,2574
2257,3298,Summer 2026,4910
2258,236,Fall 2025,952
2259,3017,Summer 2026,2536
2260,1331,Fall 2025,2759
2261,1838,Summer 2026,1478
2262,3094,Fall 2025,3119
2263,4500,Fall 2025,84
2264,3681,Fall 2025,365
2265,622,Fall 2025,154
2266,176,Fall 2025,937
2267,1889,Spring 2026,4127
2268,375,Spring 2026,3514
2269,2932,Fall 2025,3636
2270,1867,Summer 2026,3224
2271,2643,Spring 2026,3706
2272,7,Spring 2026,2726
2273,2715,Spring 2026,3216
2274,1426,Spring 2026,1617
2275,4159,Spring 2026,4690
2276,1063,Fall 2025,4314
2277,2501,Spring 2026,2975
2278,3213,Fall 2025,298
2279,3601,Spring 2026,4435
2280,4458,Spring 2026,1016
2281,1784,Fall 2025,709
2282,262,Summer 2026,4243
2283,2185,Fall 2025,3933
2284,3475,Summer 2026,2173
2285,3569,Spring 2026,3712
2286,2714,Spring 2026,3909
2287,506,Spring 2026,3395
2288,655,Spring 2026,3792
2289,1824,Spring 2026,4803
2290,2107,Spring 2026,3189
2291,4666,Spring 2026,431
2292,3774,Spring 2026,2434
2293,4080,Fall 2025,4925
2294,935,Fall 2025,1896
2295,1305,Spring 2026,3929
2296,2768,Fall 2025,2789
2297,4495,Spring 2026,246
2298,4307,Fall 2025,104
2299,1164,Summer 2026,4390
2300,4238,Fall 2025,3849
2301,3001,Summer 2026,2396
2302,933,Summer 2026,1931
2303,2690,Summer 2026,31
2304,2922,Fall 2025,3529
2305,4384,Summer 2026,1036
2306,3191,Summer 2026,1189
2307,1255,Fall 2025,1380
2308,3423,Spring 2026,510
2309,718,Spring 2026,1722
2310,3396,Spring 2026,1869
2311,1909,Fall 2025,4550
2312,915,Fall 2025,1604
2313,2076,Spring 2026,2096
2314,653,Fall 2025,417
2315,4821,Spring 2026,1108
2316,2438,Summer 2026,824
2317,216,Summer 2026,3984
2318,3942,Summer 2026,941
2319,2740,Spring 2026,3280
2320,224,Spring 2026,2883
2321,4837,Spring 2026,4159
2322,2589,Summer 2026,969
2323,4023,Spring 2026,1880
2324,2516,Spring 2026,1182
2325,4595,Summer 2026,828
2326,396,Fall 2025,3404
2327,4504,Fall 2025,4490
2328,3146,Spring 2026,4953
2329,725,Fall 2025,1176
2330,900,Spring 2026,1863
2331,4574,Summer 2026,27
2332,4563,Fall 2025,4037
2333,65,Spring 2026,3397
2334,1086,Fall 2025,69
2335,2438,Summer 2026,1376
2336,3703,Spring 2026,2065
2337,816,Spring 2026,4448
2338,494,Fall 2025,4525
2339,597,Summer 2026,3575
2340,3691,Spring 2026,2805
2341,3120,Spring 2026,1938
2342,2362,Summer 2026,707
2343,2227,Summer 2026,4803
2344,2737,Fall 2025,771
2345,4241,Fall 2025,472
2346,1494,Summer 2026,1010
2347,1337,Spring 2026,47
2348,3487,Fall 2025,254
2349,4502,Fall 2025,1156
2350,3978,Spring 2026,4551
2351,1108,Summer 2026,4837
2352,2553,Spring 2026,1754
2353,690,Fall 2025,3015
2354,661,Spring 2026,4364
2355,1944,Fall 2025,3228
2356,3970,Summer 2026,3452
2357,2044,Spring 2026,1494
2358,3594,Fall 2025,4538
2359,1930,Fall 2025,3817
2360,1284,Spring 2026,1655
2361,1117,Spring 2026,1452
2362,3822,Summer 2026,4276
2363,2251,Summer 2026,3632
2364,4857,Fall 2025,4212
2365,4669,Fall 2025,2614
2366,1446,Summer 2026,4267
2367,1641,Spring 2026,585
2368,3634,Fall 2025,4536
2369,1492,Fall 2025,4401
2370,786,Fall 2025,3500
2371,1373,Summer 2026,3655
2372,3038,Summer 2026,2475
2373,4915,Summer 2026,1515
2374,972,Summer 2026,4577
2375,952,Spring 2026,1548
2376,160,Summer 2026,830
2377,3898,Spring 2026,75
2378,3351,Fall 2025,2089
2379,1767,Spring 2026,4383
2380,3698,Fall 2025,2274
2381,2059,Summer 2026,470
2382,1391,Summer 2026,1341
2383,1240,Summer 2026,4854
2384,4845,Spring 2026,1487
2385,2893,Fall 2025,263
2386,2703,Spring 2026,1229
2387,1194,Summer 2026,3716
2388,1622,Fall 2025,4824
2389,156,Fall 2025,612
2390,1853,Fall 2025,112
2391,578,Spring 2026,2818
2392,4296,Fall 2025,2915
2393,262,Fall 2025,185
2394,4052,Fall 2025,1535
2395,4172,Summer 2026,2409
2396,1588,Spring 2026,4650
2397,4250,Fall 2025,4488
2398,79,Spring 2026,4857
2399,2628,Summer 2026,2909
2400,4901,Spring 2026,2248
2401,1364,Spring 2026,3622
2402,170,Spring 2026,349
2403,3050,Spring 2026,1341
2404,3105,Spring 2026,2335
2405,3237,Spring 2026,2698
2406,3685,Spring 2026,1846
2407,1227,Fall 2025,1667
2408,452,Fall 2025,2684
2409,2960,Fall 2025,4346
2410,2990,Spring 2026,1990
2411,260,Spring 2026,3815
2412,613,Spring 2026,2721
2413,1861,Summer 2026,4553
2414,2654,Fall 2025,4792
2415,4700,Fall 2025,4835
2416,2012,Spring 2026,1249
2417,3502,Spring 2026,3904
2418,1598,Fall 2025,1649
2419,1294,Fall 2025,1736
2420,3618,Summer 2026,3881
2421,241,Summer 2026,268
2422,4615,Summer 2026,1579
2423,4449,Fall 2025,1717
2424,3850,Summer 2026,2716
2425,4023,Spring 2026,3536
2426,1654,Summer 2026,2961
2427,2728,Fall 2025,4348
2428,199,Fall 2025,2769
2429,4956,Summer 2026,282
2430,3458,Fall 2025,1926
2431,4500,Summer 2026,718
2432,3698,Summer 2026,4151
2433,1469,Fall 2025,841
2434,4816,Summer 2026,1452
2435,2577,Fall 2025,2962
2436,1002,Fall 2025,4381
2437,4789,Spring 2026,754
2438,1958,Summer 2026,1807
2439,176,Fall 2025,2226
2440,3676,Spring 2026,461
2441,1902,Fall 2025,328
2442,958,Summer 2026,1413
2443,4507,Summer 2026,3767
2444,277,Fall 2025,885
2445,151,Fall 2025,112
2446,1601,Spring 2026,2990
2447,1766,Fall 2025,643
2448,2884,Summer 2026,1316
2449,1114,Summer 2026,935
2450,4446,Fall 2025,1058
2451,4547,Spring 2026,4492
2452,1170,Spring 2026,1804
2453,4775,Summer 2026,1214
2454,4029,Spring 2026,129
2455,2863,Fall 2025,1827
2456,2401,Fall 2025,421
2457,233,Fall 2025,1242
2458,683,Fall 2025,3562
2459,555,Summer 2026,1762
2460,1719,Spring 2026,4429
2461,344,Fall 2025,4002
2462,2697,Spring 2026,4269
2463,4809,Fall 2025,4478
2464,1707,Spring 2026,873
2465,112,Fall 2025,2910
2466,1071,Summer 2026,219
2467,1582,Fall 2025,3581
2468,1501,Fall 2025,4628
2469,799,Spring 2026,2166
2470,4277,Summer 2026,3934
2471,3971,Spring 2026,3071
2472,3689,Summer 2026,2696
2473,1343,Fall 2025,354
2474,2669,Summer 2026,2981
2475,2552,Spring 2026,2161
2476,2451,Spring 2026,3987
2477,1284,Summer 2026,444
2478,3421,Fall 2025,2487
2479,378,Spring 2026,2477
2480,4065,Summer 2026,563
2481,623,Summer 2026,1362
2482,617,Spring 2026,50
2483,4027,Summer 2026,2014
2484,3710,Spring 2026,3722
2485,2254,Summer 2026,3134
2486,3592,Spring 2026,2760
2487,858,Spring 2026,295
2488,685,Spring 2026,4633
2489,2268,Spring 2026,581
2490,3968,Summer 2026,889
2491,4943,Summer 2026,4105
2492,3581,Spring 2026,2671
2493,2637,Spring 2026,2895
2494,4467,Summer 2026,1563
2495,4420,Fall 2025,3289
2496,751,Spring 2026,310
2497,4980,Fall 2025,4839
2498,1316,Spring 2026,3043
2499,680,Fall 2025,1204
2500,2748,Fall 2025,2341
2501,3914,Fall 2025,1873
2502,615,Fall 2025,4123
2503,3170,Summer 2026,3421
2504,227,Spring 2026,61
2505,4937,Fall 2025,1273
2506,54,Summer 2026,1545
2507,4976,Spring 2026,4094
2508,3798,Summer 2026,1194
2509,881,Summer 2026,2978
2510,4609,Summer 2026,1610
2511,2430,Summer 2026,4898
2512,25,Fall 2025,4333
2513,2759,Fall 2025,4909
2514,3744,Summer 2026,1669
2515,2205,Spring 2026,689
2516,530,Fall 2025,3093
2517,2068,Fall 2025,4885
2518,908,Summer 2026,35
2519,1008,Summer 2026,851
2520,1740,Fall 2025,1107
2521,4174,Summer 2026,2546
2522,3186,Fall 2025,1677
2523,4276,Spring 2026,4291
2524,2508,Fall 2025,3876
2525,984,Fall 2025,4613
2526,533,Summer 2026,3786
2527,3271,Fall 2025,1866
2528,3388,Summer 2026,1495
2529,3215,Summer 2026,4341
2530,4565,Fall 2025,1899
2531,3096,Spring 2026,2600
2532,4698,Fall 2025,1264
2533,4767,Fall 2025,4938
2534,2225,Fall 2025,2320
2535,3547,Fall 2025,4469
2536,2184,Spring 2026,4057
2537,2511,Summer 2026,2186
2538,207,Spring 2026,3031
2539,2835,Spring 2026,976
2540,3279,Fall 2025,4461
2541,2742,Summer 2026,54
2542,1683,Spring 2026,2186
2543,4150,Summer 2026,4682
2544,2403,Fall 2025,1008
2545,2687,Spring 2026,2114
2546,3530,Fall 2025,2764
2547,2439,Summer 2026,704
2548,948,Spring 2026,2989
2549,4891,Fall 2025,1848
2550,35,Spring 2026,978
2551,1153,Summer 2026,4830
2552,4086,Spring 2026,2455
2553,2065,Spring 2026,4551
2554,3254,Fall 2025,3072
2555,3193,Spring 2026,1817
2556,3077,Fall 2025,3787
2557,1858,Spring 2026,1872
2558,2884,Fall 2025,3512
2559,619,Summer 2026,4968
2560,1493,Fall 2025,3269
2561,3571,Summer 2026,37
2562,3545,Spring 2026,2042
2563,1925,Summer 2026,3597
2564,415,Spring 2026,3904
2565,165,Fall 2025,3186
2566,2594,Summer 2026,1069
2567,2778,Spring 2026,2088
2568,4386,Spring 2026,2395
2569,804,Fall 2025,4161
2570,440,Spring 2026,332
2571,3493,Spring 2026,3614
2572,4729,Spring 2026,4450
2573,2158,Fall 2025,1946
2574,1691,Spring 2026,2867
2575,4991,Spring 2026,179
2576,3187,Fall 2025,2995
2577,2200,Spring 2026,4246
2578,2421,Spring 2026,71
2579,1134,Fall 2025,1143
2580,3091,Spring 2026,244
2581,1537,Fall 2025,3280
2582,2704,Summer 2026,4374
2583,4497,Summer 2026,1659
2584,3388,Fall 2025,4076
2585,807,Summer 2026,3580
2586,4001,Fall 2025,2627
2587,2472,Spring 2026,3651
2588,4996,Spring 2026,384
2589,3641,Fall 2025,637
2590,4766,Spring 2026,1147
2591,3252,Spring 2026,951
2592,4904,Fall 2025,4891
2593,3604,Summer 2026,2550
2594,731,Fall 2025,483
2595,3080,Spring 2026,3679
2596,3725,Spring 2026,4685
2597,2401,Summer 2026,749
2598,3801,Summer 2026,3643
2599,597,Spring 2026,1735
2600,1400,Summer 2026,4294
2601,494,Fall 2025,4454
2602,3750,Spring 2026,4622
2603,4631,Spring 2026,3840
2604,2215,Spring 2026,17
2605,2021,Spring 2026,3824
2606,4807,Summer 2026,4376
2607,1736,Spring 2026,3799
2608,2799,Spring 2026,4735
2609,2226,Summer 2026,4869
2610,2486,Spring 2026,2275
2611,2423,Fall 2025,3483
2612,4175,Spring 2026,431
2613,4458,Summer 2026,4058
2614,2257,Spring 2026,1210
2615,4350,Summer 2026,3423
2616,1923,Summer 2026,4873
2617,1532,Summer 2026,2620
2618,1629,Fall 2025,512
2619,2373,Spring 2026,3189
2620,2823,Fall 2025,3827
2621,4951,Spring 2026,1900
2622,2724,Fall 2025,3948
2623,473,Fall 2025,4075
2624,2809,Fall 2025,3696
2625,735,Summer 2026,1545
2626,2125,Fall 2025,1281
2627,1832,Spring 2026,3596
2628,4823,Summer 2026,2609
2629,2692,Summer 2026,4565
2630,1550,Spring 2026,291
2631,3267,Fall 2025,95
2632,3802,Fall 2025,790
2633,3411,Spring 2026,130
2634,2606,Spring 2026,450
2635,4126,Spring 2026,4432
2636,4781,Fall 2025,451
2637,2863,Fall 2025,670
2638,457,Spring 2026,2627
2639,4282,Spring 2026,4335
2640,764,Summer 2026,127
2641,4838,Summer 2026,225
2642,234,Fall 2025,990
2643,566,Spring 2026,1692
2644,759,Spring 2026,306
2645,39,Summer 2026,699
2646,3491,Fall 2025,303
2647,922,Spring 2026,4458
2648,707,Fall 2025,4181
2649,2377,Fall 2025,2120
2650,3344,Summer 2026,1987
2651,1060,Fall 2025,938
2652,3315,Spring 2026,3263
2653,2123,Summer 2026,3373
2654,4566,Spring 2026,4326
2655,1336,Fall 2025,4521
2656,1458,Fall 2025,4559
2657,616,Spring 2026,4730
2658,2541,Fall 2025,3977
2659,4630,Fall 2025,1448
2660,3864,Fall 2025,4904
2661,2850,Summer 2026,1584
2662,1288,Fall 2025,2339
2663,2748,Fall 2025,3355
2664,812,Summer 2026,3760
2665,2213,Summer 2026,1276
2666,1354,Fall 2025,2064
2667,4698,Summer 2026,2032
2668,2065,Summer 2026,4897
2669,3043,Summer 2026,4929
2670,2067,Spring 2026,292
2671,4625,Summer 2026,4874
2672,3728,Fall 2025,2858
2673,1709,Summer 2026,1848
2674,4770,Summer 2026,4679
2675,1276,Summer 2026,1385
2676,3681,Summer 2026,4318
2677,2276,Fall 2025,1698
2678,3575,Spring 2026,4949
2679,30,Summer 2026,112
2680,2153,Fall 2025,127
2681,1039,Fall 2025,3300
2682,2317,Summer 2026,2235
2683,3868,Spring 2026,1437
2684,2556,Summer 2026,4301
2685,422,Summer 2026,4787
2686,249,Spring 2026,1253
2687,2174,Spring 2026,2615
2688,962,Spring 2026,1241
2689,2694,Fall 2025,4783
2690,913,Fall 2025,982
2691,3932,Summer 2026,3681
2692,4926,Spring 2026,4088
2693,4331,Spring 2026,3721
2694,2942,Fall 2025,2273
2695,3519,Summer 2026,1419
2696,35,Fall 2025,4103
2697,18,Spring 2026,1783
2698,531,Spring 2026,4384
2699,879,Spring 2026,4288
2700,4383,Summer 2026,3434
2701,4579,Summer 2026,301
2702,1473,Summer 2026,3834
2703,4758,Summer 2026,4956
2704,1614,Spring 2026,1445
2705,793,Fall 2025,3923
2706,1068,Spring 2026,1307
2707,2526,Spring 2026,4744
2708,2338,Summer 2026,726
2709,878,Spring 2026,1770
2710,2571,Summer 2026,3566
2711,3113,Spring 2026,2151
2712,1658,Spring 2026,2857
2713,3863,Spring 2026,3557
2714,734,Fall 2025,2252
2715,3786,Spring 2026,1155
2716,1777,Spring 2026,2009
2717,1235,Summer 2026,3043
2718,2748,Spring 2026,4970
2719,1437,Fall 2025,802
2720,1747,Fall 2025,1573
2721,1921,Fall 2025,2060
2722,368,Fall 2025,935
2723,4795,Fall 2025,3136
2724,1628,Spring 2026,2842
2725,825,Fall 2025,3453
2726,4006,Summer 2026,3333
2727,3198,Summer 2026,3626
2728,162,Spring 2026,2413
2729,4338,Spring 2026,243
2730,2869,Fall 2025,2784
2731,4202,Fall 2025,4607
2732,306,Spring 2026,1978
2733,4405,Summer 2026,4327
2734,1758,Fall 2025,2842
2735,126,Fall 2025,3599
2736,2994,Fall 2025,4130
2737,1538,Summer 2026,1114
2738,347,Spring 2026,2087
2739,392,Summer 2026,3763
2740,4999,Fall 2025,3795
2741,2013,Summer 2026,2099
2742,2332,Fall 2025,3119
2743,3163,Summer 2026,1948
2744,4113,Fall 2025,1892
2745,3639,Fall 2025,1138
2746,3395,Spring 2026,833
2747,3199,Spring 2026,3018
2748,4433,Spring 2026,4243
2749,848,Summer 2026,3681
2750,2240,Fall 2025,3453
2751,4240,Spring 2026,3245
2752,4282,Summer 2026,4777
2753,2310,Fall 2025,2900
2754,4171,Summer 2026,891
2755,794,Spring 2026,2639
2756,3468,Spring 2026,3338
2757,4593,Fall 2025,4855
2758,720,Spring 2026,3532
2759,4048,Fall 2025,4449
2760,2842,Summer 2026,1244
2761,3486,Fall 2025,4454
2762,3305,Fall 2025,1579
2763,237,Summer 2026,68
2764,766,Fall 2025,1590
2765,4505,Summer 2026,4373
2766,170,Summer 2026,4498
2767,4000,Fall 2025,1689
2768,4704,Summer 2026,2116
2769,131,Spring 2026,2038
2770,838,Spring 2026,1361
2771,4378,Spring 2026,319
2772,3346,Summer 2026,2397
2773,4815,Summer 2026,3608
2774,1200,Spring 2026,2106
2775,2390,Fall 2025,4684
2776,2471,Spring 2026,1851
2777,2709,Fall 2025,4357
2778,4174,Fall 2025,3445
2779,3611,Fall 2025,2882
2780,1854,Spring 2026,2730
2781,2557,Summer 2026,3157
2782,3653,Fall 2025,4076
2783,4609,Summer 2026,3964
2784,3031,Fall 2025,4175
2785,4353,Summer 2026,3917
2786,4509,Summer 2026,1208
2787,2324,Fall 2025,1637
2788,3570,Fall 2025,2487
2789,2310,Summer 2026,668
2790,3755,Spring 2026,1207
2791,1847,Fall 2025,2209
2792,4540,Spring 2026,1420
2793,526,Fall 2025,4249
2794,3075,Fall 2025,2003
2795,2527,Summer 2026,4252
2796,4402,Summer 2026,2241
2797,3763,Fall 2025,4259
2798,1216,Fall 2025,3962
2799,56,Fall 2025,4161
2800,853,Summer 2026,4350
2801,414,Summer 2026,3280
2802,270,Fall 2025,1013
2803,3392,Summer 2026,167
2804,4959,Spring 2026,3717
2805,408,Summer 2026,2945
2806,431,Spring 2026,3109
2807,2880,Summer 2026,3331
2808,3713,Summer 2026,671
2809,1777,Summer 2026,646
2810,3071,Summer 2026,833
2811,2995,Spring 2026,2182
2812,2687,Spring 2026,4824
2813,1742,Fall 2025,2370
2814,650,Summer 2026,4911
2815,3363,Spring 2026,4328
2816,2233,Summer 2026,2419
2817,364,Summer 2026,820
2818,4048,Spring 2026,2548
2819,3033,Spring 2026,856
2820,2627,Spring 2026,3646
2821,727,Summer 2026,644
2822,714,Summer 2026,3031
2823,2976,Spring 2026,2380
2824,2562,Fall 2025,2579
2825,462,Summer 2026,2215
2826,3166,Summer 2026,3491
2827,2526,Fall 2025,189
2828,2288,Spring 2026,1877
2829,104,Spring 2026,4331
2830,3745,Fall 2025,4486
2831,4829,Spring 2026,1579
2832,4688,Fall 2025,1317
2833,3288,Summer 2026,1236
2834,3739,Spring 2026,2157
2835,1553,Spring 2026,1689
2836,1668,Fall 2025,2239
2837,2038,Fall 2025,1412
2838,4352,Fall 2025,3949
2839,3995,Spring 2026,1890
2840,4515,Spring 2026,1465
2841,4641,Fall 2025,3725
2842,1884,Fall 2025,4957
2843,112,Spring 2026,2408
2844,3999,Spring 2026,1484
2845,1027,Summer 2026,1896
2846,1124,Summer 2026,3249
2847,4855,Spring 2026,4455
2848,4081,Summer 2026,3733
2849,1301,Spring 2026,874
2850,2887,Spring 2026,2051
2851,4678,Fall 2025,2000
2852,154,Summer 2026,170
2853,2828,Summer 2026,4987
2854,2203,Fall 2025,800
2855,2266,Fall 2025,4396
2856,4972,Spring 2026,597
2857,375,Summer 2026,1301
2858,4306,Summer 2026,1951
2859,1213,Summer 2026,3431
2860,4232,Fall 2025,4125
2861,1784,Spring 2026,1674
2862,235,Fall 2025,3325
2863,3600,Spring 2026,1602
2864,1232,Spring 2026,1637
2865,2221,Fall 2025,2527
2866,4087,Fall 2025,2825
2867,3319,Fall 2025,2813
2868,1848,Spring 2026,1832
2869,3240,Fall 2025,3630
2870,425,Spring 2026,3778
2871,434,Spring 2026,1247
2872,3556,Summer 2026,4737
2873,1522,Spring 2026,1312
2874,821,Fall 2025,952
2875,3432,Summer 2026,4966
2876,4010,Fall 2025,2853
2877,4324,Spring 2026,3819
2878,428,Spring 2026,775
2879,3407,Spring 2026,4442
2880,2638,Spring 2026,1026
2881,2644,Spring 2026,4602
2882,3204,Summer 2026,2219
2883,4593,Fall 2025,99
2884,2779,Summer 2026,4102
2885,3433,Fall 2025,2887
2886,4737,Spring 2026,4965
2887,737,Spring 2026,2701
2888,2757,Fall 2025,1920
2889,2416,Summer 2026,4750
2890,2207,Summer 2026,3887
2891,3063,Spring 2026,59
2892,4658,Spring 2026,700
2893,3031,Spring 2026,4843
2894,3302,Spring 2026,4696
2895,4994,Fall 2025,1718
2896,3878,Spring 2026,1743
2897,4199,Spring 2026,1655
2898,4818,Spring 2026,3911
2899,4240,Summer 2026,965
2900,754,Summer 2026,4618
2901,8,Summer 2026,2774
2902,1371,Spring 2026,569
2903,4676,Summer 2026,1903
2904,733,Spring 2026,4989
2905,477,Spring 2026,185
2906,1662,Fall 2025,3210
2907,953,Summer 2026,1690
2908,2520,Summer 2026,2783
2909,1306,Fall 2025,4318
2910,2597,Spring 2026,792
2911,1332,Spring 2026,1504
2912,1466,Summer 2026,4796
2913,4086,Summer 2026,2268
2914,4645,Spring 2026,4726
2915,2835,Summer 2026,2569
2916,1652,Fall 2025,1560
2917,3718,Fall 2025,1133
2918,4639,Spring 2026,343
2919,1673,Spring 2026,4081
2920,3519,Summer 2026,1474
2921,4489,Spring 2026,3952
2922,2147,Summer 2026,2284
2923,2363,Summer 2026,3008
2924,3939,Summer 2026,3449
2925,747,Fall 2025,1345
2926,78,Summer 2026,3810
2927,4793,Fall 2025,1174
2928,3852,Spring 2026,1035
2929,595,Fall 2025,2273
2930,2986,Fall 2025,4247
2931,4188,Spring 2026,1380
2932,1097,Spring 2026,2444
2933,2448,Spring 2026,1484
2934,2637,Fall 2025,3923
2935,3168,Spring 2026,4835
2936,1905,Fall 2025,441
2937,1752,Spring 2026,3818
2938,690,Summer 2026,3847
2939,3569,Summer 2026,2365
2940,1597,Fall 2025,4642
2941,560,Summer 2026,4043
2942,3000,Summer 2026,231
2943,3546,Summer 2026,2033
2944,4100,Summer 2026,1697
