RoomID,Building,Capacity
3425,Science Hub,150
3426,Building A,50
3427,Building A,60
3428,Building B,100
3429,Building A,50
3430,Tech Lab,150
3431,Tech Lab,50
3432,Building B,100
3433,Science Hub,100
3434,Building C,150
3435,Building C,40
3436,Science Hub,30
3437,Science Hub,60
3438,Building C,40
3439,Science Hub,40
3440,Tech Lab,50
3441,Building B,150
3442,Building C,40
3443,Building A,50
3444,Science Hub,50
3445,Building C,60
3446,Science Hub,30
3447,Building B,60
3448,Building C,60
3449,Building A,30
3450,Building B,40
3451,Building C,60
3452,Building B,50
3453,Tech Lab,50
3454,Building B,30
3455,Tech Lab,150
3456,Building C,60
3457,Building B,40
3458,Tech Lab,100
3459,Building B,150
3460,Tech Lab,100
3461,Tech Lab,50
3462,Building A,60
3463,Building A,150
3464,Building C,100
3465,Science Hub,150
3466,Building A,100
3467,Building B,100
3468,Building A,100
3469,Building A,40
3470,Building B,40
3471,Tech Lab,60
3472,Building A,60
3473,Building B,50
3474,Building B,40
3475,Building B,30
3476,Building B,100
3477,Science Hub,40
3478,Science Hub,50
3479,Tech Lab,50
3480,Tech Lab,30
3481,Building B,40
3482,Tech Lab,50
3483,Tech Lab,50
3484,Building C,150
3485,Building C,60
3486,Science Hub,40
3487,Tech Lab,40
3488,Science Hub,50
3489,Building A,100
3490,Building A,50
3491,Building C,40
3492,Building B,100
3493,Building A,150
3494,Building B,100
3495,Building B,50
3496,Building A,50
3497,Building B,60
3498,Tech Lab,30
3499,Building C,100
3500,Building B,100
3501,Building B,60
3502,Science Hub,40
3503,Tech Lab,60
3504,Building B,50
3505,Building B,60
3506,Building A,60
3507,Tech Lab,30
3508,Building A,150
3509,Science Hub,30
3510,Tech Lab,40
3511,Building A,100
3512,Building B,150
3513,Science Hub,50
3514,Building A,100
3515,Tech Lab,150
3516,Building C,150
3517,Tech Lab,150
3518,Tech Lab,30
3519,Building A,30
3520,Building C,40
3521,Tech Lab,50
3522,Building A,150
3523,Building A,100
3524,Building A,100
3525,Building B,40
3526,Building B,50
3527,Building A,30
3528,Science Hub,100
3529,Tech Lab,150
3530,Building C,50
3531,Building A,60
3532,Building B,150
3533,Building B,40
3534,Building A,40
3535,Tech Lab,60
3536,Science Hub,40
3537,Tech Lab,50
3538,Building C,150
3539,Science Hub,100
3540,Tech Lab,30
3541,Science Hub,50
3542,Tech Lab,50
3543,Building A,40
3544,Science Hub,40
3545,Science Hub,40
3546,Building A,40
3547,Building B,30
3548,Building A,50
3549,Building A,150
3550,Building A,60
3551,Building B,40
3552,Building B,40
3553,Building C,150
3554,Tech Lab,50
3555,Building C,50
3556,Building C,50
3557,Building B,40
3558,Science Hub,100
3559,Science Hub,100
3560,Tech Lab,40
3561,Building C,60
3562,Building C,60
3563,Building A,150
3564,Tech Lab,30
3565,Building C,50
3566,Building A,40
3567,Science Hub,60
3568,Building C,40
3569,Building C,150
3570,Building B,60
3571,Building B,100
3572,Tech Lab,100
3573,Tech Lab,50
3574,Building A,100
3575,Science Hub,40
3576,Science Hub,50
3577,Tech Lab,50
3578,Building A,150
3579,Building C,100
3580,Building C,100
3581,Building A,100
3582,Tech Lab,30
3583,Building C,50
3584,Tech Lab,40
3585,Building A,60
3586,Building A,100
3587,Science Hub,60
3588,Building C,60
3589,Building B,100
3590,Tech Lab,50
3591,Building C,40
3592,Building B,150
3593,Building B,100
3594,Science Hub,60
3595,Tech Lab,40
3596,Tech Lab,30
3597,Building B,30
3598,Building B,60
3599,Building A,100
3600,Building B,150
3601,Science Hub,150
3602,Tech Lab,150
3603,Building C,150
3604,Building B,30
3605,Building B,60
3606,Science Hub,100
3607,Building A,150
3608,Tech Lab,60
3609,Science Hub,100
3610,Building A,60
3611,Building C,50
3612,Science Hub,50
3613,Building C,30
3614,Building C,40
3615,Tech Lab,60
3616,Tech Lab,100
3617,Building B,30
3618,Building C,40
3619,Building C,50
3620,Building B,50
3621,Building B,50
3622,Science Hub,40
3623,Building B,50
3624,Building C,60
3625,Building A,100
3626,Tech Lab,50
3627,Building B,60
3628,Tech Lab,50
3629,Building B,60
3630,Science Hub,30
3631,Building C,50
3632,Building C,100
3633,Building C,60
3634,Building B,100
3635,Building B,60
3636,Science Hub,150
3637,Building B,50
3638,Tech Lab,60
3639,Building C,100
3640,Building A,40
3641,Building B,40
3642,Science Hub,30
3643,Building C,50
3644,Building C,60
3645,Building A,150
3646,Tech Lab,50
3647,Tech Lab,50
3648,Science Hub,30
3649,Science Hub,40
3650,Tech Lab,100
3651,Building B,150
3652,Tech Lab,50
3653,Science Hub,100
3654,Building A,100
3655,Building C,40
3656,Tech Lab,40
3657,Science Hub,60
3658,Tech Lab,40
3659,Science Hub,100
3660,Building A,60
3661,Tech Lab,40
3662,Building A,40
3663,Building B,40
3664,Building C,60
3665,Tech Lab,40
3666,Science Hub,100
3667,Building A,40
3668,Tech Lab,40
3669,Science Hub,40
3670,Tech Lab,100
3671,Building B,30
3672,Building B,60
3673,Building A,150
3674,Tech Lab,30
3675,Tech Lab,60
3676,Tech Lab,150
3677,Building C,150
3678,Building C,50
3679,Building A,50
3680,Building A,40
3681,Science Hub,50
3682,Building B,50
3683,Building B,50
3684,Building C,150
3685,Building B,30
3686,Building C,150
3687,Building C,60
3688,Building C,30
3689,Building B,40
3690,Building B,40
3691,Tech Lab,60
3692,Tech Lab,100
3693,Building A,60
3694,Tech Lab,60
3695,Building A,150
3696,Science Hub,150
3697,Building C,30
3698,Building B,150
3699,Science Hub,30
3700,Building A,100
3701,Building C,30
3702,Science Hub,50
3703,Tech Lab,30
3704,Building A,40
3705,Tech Lab,40
3706,Building C,40
3707,Building C,40
3708,Science Hub,100
3709,Building C,50
3710,Tech Lab,30
3711,Building C,50
3712,Building C,30
3713,Building B,30
3714,Tech Lab,60
3715,Science Hub,150
3716,Building A,30
3717,Science Hub,100
3718,Building A,60
3719,Science Hub,50
3720,Building B,30
3721,Building B,30
3722,Tech Lab,30
3723,Science Hub,100
3724,Building B,40
3725,Building C,40
3726,Science Hub,50
3727,Building B,60
3728,Building C,150
3729,Building C,40
3730,Science Hub,40
3731,Tech Lab,50
3732,Building C,30
3733,Building C,30
3734,Tech Lab,50
3735,Science Hub,50
3736,Science Hub,50
3737,Building C,150
3738,Science Hub,100
3739,Tech Lab,150
3740,Building B,40
3741,Tech Lab,50
3742,Building C,50
3743,Building B,100
3744,Science Hub,40
3745,Science Hub,60
3746,Tech Lab,30
3747,Science Hub,30
3748,Building A,100
3749,Tech Lab,40
3750,Building C,30
3751,Tech Lab,40
3752,Science Hub,60
3753,Building B,100
3754,Building B,100
3755,Building A,50
3756,Tech Lab,60
3757,Tech Lab,150
3758,Tech Lab,40
3759,Building B,50
3760,Building A,30
3761,Building B,30
3762,Building B,50
3763,Building C,40
3764,Science Hub,100
3765,Building C,50
3766,Building B,60
3767,Science Hub,150
3768,Building C,150
3769,Building B,30
3770,Building B,50
3771,Science Hub,30
3772,Building B,60
3773,Building C,40
3774,Science Hub,50
3775,Building A,30
3776,Science Hub,100
3777,Science Hub,40
3778,Building A,60
3779,Tech Lab,40
3780,Building C,40
3781,Building C,150
3782,Tech Lab,30
3783,Building A,100
3784,Science Hub,150
3785,Tech Lab,50
3786,Building C,60
3787,Building C,30
3788,Science Hub,100
3789,Tech Lab,100
3790,Building C,100
3791,Tech Lab,40
3792,Building C,40
3793,Building A,30
3794,Building B,50
3795,Building C,60
3796,Building B,40
3797,Tech Lab,30
3798,Building B,50
3799,Building B,50
3800,Building B,100
3801,Science Hub,150
3802,Building B,50
3803,Building B,30
3804,Building B,100
3805,Building B,150
3806,Science Hub,50
3807,Building B,100
3808,Tech Lab,50
3809,Building C,30
3810,Building A,150
3811,Building A,100
3812,Building B,40
3813,Building A,30
3814,Building B,60
3815,Tech Lab,40
3816,Building B,50
3817,Building A,50
3818,Science Hub,60
3819,Building B,40
3820,Building C,100
3821,Building B,100
3822,Building C,60
3823,Building A,60
3824,Science Hub,40
3825,Building C,30
3826,Building B,50
3827,Building B,150
3828,Building A,50
3829,Tech Lab,40
3830,Science Hub,50
3831,Science Hub,150
3832,Building C,60
3833,Building C,50
3834,Tech Lab,60
3835,Science Hub,150
3836,Building C,150
3837,Science Hub,30
3838,Building C,40
3839,Tech Lab,50
3840,Science Hub,100
3841,Building B,100
3842,Building A,60
3843,Building A,100
3844,Building C,40
3845,Tech Lab,30
3846,Building A,100
3847,Science Hub,30
3848,Tech Lab,60
3849,Building A,60
3850,Building C,40
3851,Tech Lab,100
3852,Building C,30
3853,Building A,60
3854,Building B,60
3855,Building A,150
3856,Building C,60
3857,Building A,60
3858,Building A,30
3859,Building C,150
3860,Building C,100
3861,Building A,60
3862,Building C,150
3863,Building B,30
3864,Science Hub,30
3865,Tech Lab,100
3866,Tech Lab,50
3867,Tech Lab,40
3868,Building B,50
3869,Building C,30
3870,Science Hub,100
3871,Science Hub,150
3872,Building A,150
3873,Tech Lab,30
3874,Building A,60
3875,Building B,100
3876,Science Hub,100
3877,Building C,50
3878,Building A,100
3879,Tech Lab,40
3880,Tech Lab,60
3881,Building A,30
3882,Building C,150
3883,Building A,60
3884,Building B,150
3885,Building A,30
3886,Building C,100
3887,Building A,60
3888,Building A,150
3889,Building A,100
3890,Building A,40
3891,Building B,150
3892,Building C,60
3893,Building A,100
3894,Science Hub,150
3895,Building A,50
3896,Science Hub,40
3897,Science Hub,30
3898,Building B,150
3899,Tech Lab,50
3900,Tech Lab,100
3901,Science Hub,60
3902,Building B,40
3903,Science Hub,40
3904,Tech Lab,40
3905,Building C,30
3906,Building C,40
3907,Building A,100
3908,Tech Lab,50
3909,Building C,100
3910,Building C,30
3911,Building A,40
3912,Tech Lab,60
3913,Science Hub,100
3914,Building B,150
3915,Tech Lab,100
3916,Science Hub,30
3917,Science Hub,100
3918,Building B,30
3919,Building C,60
3920,Building C,100
3921,Building B,30
3922,Tech Lab,50
3923,Building A,100
3924,Building A,30
3925,Science Hub,50
3926,Tech Lab,30
3927,Building B,150
3928,Building A,40
3929,Tech Lab,50
3930,Tech Lab,40
3931,Building C,40
3932,Tech Lab,100
3933,Building B,150
3934,Building B,60
3935,Building A,100
3936,Building C,30
3937,Building B,30
3938,Building A,60
3939,Building B,40
3940,Science Hub,150
3941,Building A,40
3942,Science Hub,100
3943,Building A,50
3944,Building B,150
3945,Science Hub,30
3946,Building A,60
3947,Tech Lab,50
3948,Science Hub,40
3949,Building A,30
3950,Building B,30
3951,Building B,150
3952,Science Hub,60
3953,Building B,30
3954,Building B,150
3955,Building C,150
3956,Building A,150
3957,Building C,40
3958,Building B,150
3959,Building C,40
3960,Tech Lab,30
1188,Building C,60
1189,Building A,30
1190,Tech Lab,40
1191,Building A,150
1192,Building B,30
1193,Science Hub,100
1194,Tech Lab,150
1195,Building A,50
1196,Building C,40
1197,Science Hub,50
1198,Tech Lab,50
1199,Building B,50
1200,Building C,100
1201,Building A,40
1202,Science Hub,30
1203,Building C,60
1204,Building C,150
1205,Tech Lab,100
1206,Building A,30
1207,Tech Lab,100
1208,Building A,60
1209,Building C,100
1210,Science Hub,30
1211,Building A,150
1212,Building A,30
1213,Building A,100
1214,Building B,30
1215,Building C,50
1216,Building A,100
1217,Building B,150
1218,Building A,150
1219,Building B,40
1220,Building B,60
1221,Building C,40
1222,Building B,50
1223,Building C,40
1224,Tech Lab,50
1225,Building B,100
1226,Building A,50
1227,Building A,40
1228,Building B,100
1229,Science Hub,60
1230,Building B,30
1231,Science Hub,100
1232,Building C,30
1233,Building A,150
1234,Building A,60
1235,Science Hub,30
1236,Building B,100
1237,Building C,100
1238,Tech Lab,50
1239,Building A,60
1240,Science Hub,60
1241,Building B,150
1242,Building C,50
1243,Tech Lab,60
1244,Tech Lab,30
1245,Science Hub,150
1246,Building B,100
1247,Tech Lab,50
1248,Tech Lab,40
1249,Science Hub,40
1250,Tech Lab,30
1251,Tech Lab,100
1252,Building B,100
1253,Building A,150
1254,Science Hub,100
1255,Building A,150
1256,Building C,60
1257,Building A,30
1258,Tech Lab,40
1259,Building C,150
1260,Science Hub,40
1261,Building B,30
1262,Building B,30
1263,Building A,100
1264,Tech Lab,50
1265,Building A,100
1266,Tech Lab,30
1267,Building B,30
1268,Building C,100
1269,Building B,150
1270,Building B,60
1271,Building A,100
1272,Science Hub,100
1273,Building B,100
1274,Building A,40
1275,Building B,50
1276,Tech Lab,100
1277,Tech Lab,50
1278,Building B,150
1279,Building A,100
1280,Science Hub,60
1281,Science Hub,100
1282,Building A,150
1283,Tech Lab,150
1284,Building C,150
1285,Science Hub,30
1286,Building A,100
1287,Building B,100
1288,Building A,50
1289,Science Hub,100
1290,Tech Lab,150
1291,Building C,150
1292,Science Hub,30
1293,Building B,50
1294,Building B,40
1295,Science Hub,50
1296,Science Hub,50
1297,Building C,150
1298,Building C,100
1299,Building B,50
1300,Building C,50
1301,Tech Lab,50
1302,Building B,60
1303,Tech Lab,50
1304,Building C,60
1305,Tech Lab,100
1306,Building A,60
1307,Building A,30
1308,Building A,30
1309,Tech Lab,40
1310,Tech Lab,150
1311,Tech Lab,30
1312,Building A,60
1313,Building C,50
1314,Tech Lab,50
1315,Science Hub,60
1316,Building A,60
1317,Building A,100
1318,Tech Lab,60
1319,Science Hub,50
2112,Science Hub,50
2113,Science Hub,60
2114,Building A,150
2115,Building B,50
2116,Tech Lab,60
2117,Building A,40
2118,Building A,150
2119,Science Hub,30
2120,Science Hub,60
2121,Building A,150
2122,Building A,100
2123,Building A,150
2124,Building C,40
2125,Building C,150
2126,Science Hub,150
2127,Building B,60
2128,Building B,100
2129,Building B,30
2130,Science Hub,60
2131,Science Hub,30
2132,Building C,60
2133,Building A,60
2134,Tech Lab,100
2135,Building A,150
2136,Building B,100
2137,Building B,150
2138,Building B,50
2139,Science Hub,100
2140,Building A,40
2141,Building A,40
2142,Building A,50
2143,Building B,60
2144,Building B,150
2145,Tech Lab,100
2146,Building A,50
2147,Tech Lab,150
2148,Building C,100
2149,Building C,40
2150,Building C,30
2151,Building A,40
2152,Building A,30
2153,Science Hub,30
2154,Building A,50
2155,Building A,60
2156,Science Hub,150
2157,Tech Lab,100
2158,Building B,100
2159,Building B,30
2160,Tech Lab,30
2161,Science Hub,150
2162,Building B,40
2163,Science Hub,100
2164,Science Hub,30
2165,Building A,150
2166,Building B,30
2167,Building A,100
2168,Building A,50
2169,Science Hub,40
2170,Science Hub,40
2171,Tech Lab,30
2172,Building B,100
2173,Tech Lab,100
2174,Science Hub,40
2175,Science Hub,40
2176,Building A,30
2177,Science Hub,50
2178,Building B,100
2179,Building B,100
2180,Tech Lab,40
2181,Building C,30
2182,Building B,30
2183,Science Hub,30
2184,Building B,40
2185,Tech Lab,150
2186,Building A,60
2187,Building A,50
2188,Science Hub,60
2189,Building C,40
2190,Building C,60
2191,Tech Lab,50
2192,Building C,150
2193,Science Hub,40
2194,Tech Lab,100
2195,Building C,100
2196,Building A,40
2197,Building C,60
2198,Building A,150
2199,Tech Lab,60
2200,Science Hub,50
2201,Science Hub,100
2202,Building B,150
2203,Science Hub,60
2204,Science Hub,30
2205,Tech Lab,40
2206,Building B,60
2207,Tech Lab,30
2208,Building B,30
2209,Building B,150
2210,Building A,150
2211,Science Hub,40
2212,Building C,30
2213,Building A,60
2214,Building C,40
2215,Tech Lab,100
2216,Tech Lab,60
2217,Building C,30
2218,Tech Lab,30
2219,Tech Lab,50
2220,Building C,60
2221,Science Hub,150
2222,Building C,50
2223,Building A,30
2224,Building B,100
2225,Science Hub,40
2226,Building C,100
2227,Tech Lab,40
2228,Building A,50
2229,Building B,60
2230,Building B,150
2231,Building C,100
2232,Tech Lab,150
2233,Building C,150
2234,Science Hub,100
2235,Building B,100
2236,Science Hub,50
2237,Building A,150
2238,Building C,150
2239,Building B,150
2240,Tech Lab,150
2241,Tech Lab,150
2242,Building A,40
2243,Building B,50
2244,Science Hub,150
2245,Building A,40
2246,Building A,30
2247,Science Hub,100
2248,Building A,100
2249,Science Hub,100
2250,Building A,40
2251,Building A,40
2252,Tech Lab,150
2253,Building A,60
2254,Science Hub,150
2255,Science Hub,100
2256,Building B,40
2257,Science Hub,30
2258,Science Hub,40
2259,Building A,60
2260,Building B,40
2261,Building C,30
2262,Science Hub,60
2263,Science Hub,30
2264,Tech Lab,150
2265,Building B,60
2266,Building C,50
2267,Building B,40
2268,Science Hub,100
2269,Building B,150
2270,Tech Lab,30
2271,Building A,30
2272,Tech Lab,40
2273,Building C,60
2274,Building C,30
2275,Building C,50
2276,Building C,30
2277,Building A,60
2278,Tech Lab,50
2279,Building B,40
2280,Science Hub,30
2281,Building B,40
2282,Building A,50
2283,Building B,150
2284,Science Hub,60
2285,Building A,100
2286,Building C,60
2287,Building B,40
2288,Building C,100
2289,Science Hub,150
2290,Tech Lab,30
2291,Building C,150
2292,Science Hub,150
2293,Science Hub,40
2294,Tech Lab,60
2295,Tech Lab,30
2296,Building C,60
2297,Tech Lab,40
2298,Tech Lab,30
2299,Building C,150
2300,Science Hub,60
2301,Science Hub,60
2302,Building A,60
2303,Building B,40
2304,Building B,50
2305,Science Hub,30
2306,Building A,40
2307,Tech Lab,150
2308,Building B,40
2309,Building A,40
2310,Building A,100
2311,Science Hub,100
2312,Building B,60
2313,Building C,30
2314,Tech Lab,50
2315,Tech Lab,40
2316,Building B,150
2317,Building B,50
2318,Building A,50
2319,Building A,40
2320,Science Hub,40
2321,Building C,50
2322,Building C,50
2323,Tech Lab,60
2324,Building A,60
2325,Tech Lab,40
2326,Tech Lab,50
2327,Building B,100
2328,Science Hub,60
2329,Building C,40
2330,Tech Lab,50
2331,Building C,100
2332,Tech Lab,150
2333,Science Hub,100
2334,Building A,150
2335,Science Hub,150
2336,Building B,100
2337,Building C,30
2338,Building A,40
2339,Building A,60
2340,Science Hub,100
2341,Building B,40
2342,Science Hub,50
2343,Building A,150
2344,Science Hub,40
2345,Building A,50
2346,Tech Lab,60
2347,Building C,40
2348,Building A,40
2349,Building B,30
2350,Tech Lab,30
2351,Tech Lab,150
2352,Tech Lab,50
2353,Building B,50
2354,Building B,30
2355,Tech Lab,50
2356,Tech Lab,100
2357,Tech Lab,40
2358,Building C,60
2359,Building B,60
2360,Science Hub,30
2361,Building A,60
2362,Building B,150
2363,Building C,60
2364,Building B,40
2365,Science Hub,60
2366,Building B,60
2367,Building A,30
2368,Building A,150
2369,Tech Lab,50
2370,Tech Lab,30
2371,Science Hub,60
2372,Building C,50
2373,Science Hub,60
2374,Tech Lab,150
2375,Building B,50
2376,Building A,100
2377,Science Hub,30
2378,Building C,40
2379,Science Hub,40
2380,Building A,50
2381,Science Hub,60
2382,Building B,150
2383,Building B,50
2384,Science Hub,100
2385,Science Hub,40
2386,Science Hub,150
2387,Building B,150
2388,Tech Lab,40
2389,Science Hub,150
2390,Building A,50
2391,Tech Lab,30
2392,Building B,30
2393,Building C,150
2394,Tech Lab,50
2395,Science Hub,60
2396,Building B,100
2397,Science Hub,100
2398,Science Hub,150
2399,Building C,30
2400,Tech Lab,150
2401,Building C,40
2402,Building A,60
2403,Science Hub,50
2404,Tech Lab,40
2405,Building A,40
2406,Building A,40
2407,Building A,40
2408,Building A,60
2409,Science Hub,100
2410,Tech Lab,40
2411,Building C,30
2412,Building A,100
2413,Building A,150
2414,Science Hub,40
2415,Building A,50
2416,Science Hub,60
2417,Tech Lab,100
2418,Building B,40
2419,Building C,40
2420,Science Hub,150
2421,Tech Lab,50
2422,Building B,40
2423,Tech Lab,50
2424,Building A,50
2425,Building A,60
2426,Building A,150
2427,Science Hub,40
2428,Building A,100
2429,Building C,60
2430,Science Hub,60
2431,Building C,40
2432,Building A,50
2433,Tech Lab,40
2434,Building A,50
2435,Science Hub,150
2436,Tech Lab,150
2437,Building A,100
2438,Building B,60
2439,Building A,150
2440,Building C,60
2441,Science Hub,100
2442,Building C,40
2443,Building B,100
2444,Building A,30
2445,Building C,100
2446,Building B,50
2447,Building A,150
2448,Building C,30
2449,Building C,100
2450,Building C,60
2451,Building C,30
2452,Building A,100
2453,Tech Lab,100
2454,Building C,60
2455,Science Hub,100
2456,Tech Lab,30
2457,Building B,60
2458,Building B,40
2459,Building B,50
2460,Building C,150
2461,Science Hub,30
2462,Science Hub,100
2463,Building B,150
2464,Tech Lab,150
2465,Tech Lab,40
2466,Building C,40
2467,Tech Lab,100
2468,Science Hub,60
2469,Tech Lab,50
2470,Building A,30
2471,Building A,40
2472,Building C,50
2473,Building B,150
2474,Building A,50
2475,Building C,40
2476,Tech Lab,60
2477,Tech Lab,40
2478,Building C,40
2479,Building A,150
2480,Tech Lab,60
2481,Building B,50
2482,Building C,40
2483,Tech Lab,100
2484,Science Hub,40
2485,Tech Lab,30
2486,Tech Lab,60
2487,Science Hub,100
2488,Building A,50
2489,Tech Lab,60
2490,Building A,100
2491,Science Hub,60
2492,Building A,60
2493,Building B,30
2494,Building B,100
2495,Tech Lab,150
2496,Building B,100
2497,Building C,40
2498,Building B,50
2499,Building C,100
2500,Building C,150
2501,Tech Lab,60
2502,Building A,30
2503,Building B,30
2504,Building C,150
2505,Science Hub,100
2506,Tech Lab,40
2507,Science Hub,30
3961,Building C,50
3962,Building C,50
3963,Science Hub,150
3964,Building A,150
3965,Building C,50
3966,Building B,30
3967,Building A,100
3968,Tech Lab,50
3969,Tech Lab,40
3970,Building A,30
3971,Science Hub,150
3972,Building A,150
3973,Building C,150
3974,Building B,150
3975,Building C,30
3976,Science Hub,40
3977,Building C,30
3978,Building C,40
3979,Tech Lab,30
3980,Tech Lab,100
3981,Tech Lab,30
3982,Building C,50
3983,Building C,50
3984,Tech Lab,60
3985,Science Hub,60
3986,Building B,60
3987,Building C,50
3988,Building B,40
3989,Building A,50
3990,Building B,50
3991,Building A,150
3992,Science Hub,60
3993,Building A,40
3994,Tech Lab,40
3995,Building C,40
3996,Science Hub,150
3997,Tech Lab,30
3998,Building A,60
3999,Building C,40
4000,Building C,150
4001,Tech Lab,40
4002,Building B,40
4003,Building C,100
4004,Science Hub,50
4005,Building A,100
4006,Building B,60
4007,Building B,50
4008,Tech Lab,150
4009,Building C,60
4010,Building B,60
4011,Building B,60
4012,Building C,150
4013,Building C,60
4014,Building A,30
4015,Building A,60
4016,Science Hub,60
4017,Tech Lab,50
4018,Building B,40
4019,Science Hub,50
4020,Building A,100
4021,Building C,40
4022,Building B,150
4023,Building B,150
4024,Building C,30
4025,Building A,50
4026,Tech Lab,100
4027,Building A,30
4028,Building B,50
4029,Building B,60
4030,Building A,30
4031,Science Hub,100
4032,Building C,50
4033,Building C,30
4034,Building A,40
4035,Building A,100
4036,Tech Lab,30
4037,Science Hub,150
4038,Building A,100
4039,Tech Lab,100
4040,Science Hub,150
4041,Building B,50
4042,Building C,150
4043,Building A,100
4044,Tech Lab,40
4045,Building B,40
4046,Tech Lab,50
4047,Science Hub,50
4048,Tech Lab,50
4049,Building B,150
4050,Building A,150
4051,Tech Lab,150
4052,Science Hub,40
4053,Science Hub,150
4054,Building A,30
4055,Building C,60
4056,Science Hub,150
4057,Building C,60
4058,Building A,50
4059,Science Hub,150
4060,Science Hub,60
4061,Tech Lab,30
4062,Tech Lab,100
4063,Science Hub,40
4064,Science Hub,150
4065,Building B,40
4066,Building B,100
4067,Building C,40
4068,Science Hub,40
4069,Building A,150
4070,Science Hub,150
4071,Building B,150
4072,Science Hub,100
4073,Building A,50
4074,Science Hub,30
4075,Building B,40
4076,Building C,100
4077,Building A,40
4078,Building B,150
4079,Building C,40
4080,Building A,40
4081,Science Hub,150
4082,Tech Lab,150
4083,Building A,30
4084,Building A,150
4085,Building A,60
4086,Tech Lab,30
4087,Building C,150
4088,Building B,150
4089,Science Hub,60
4090,Building A,150
4091,Building B,60
4092,Building B,50
4093,Tech Lab,60
4094,Building B,50
4095,Building C,60
4096,Tech Lab,30
4097,Building C,60
4098,Building B,50
4099,Science Hub,60
4100,Science Hub,30
4101,Building A,30
4102,Building C,30
4103,Building A,100
4104,Building C,150
4105,Building C,60
4106,Tech Lab,150
4107,Tech Lab,60
4108,Building C,100
4109,Building C,100
4110,Science Hub,30
4111,Building B,50
4112,Building B,150
4113,Building B,100
4114,Building C,150
4115,Building C,50
4116,Tech Lab,150
4117,Building B,150
4118,Building B,50
4119,Building A,40
4120,Building B,150
4121,Tech Lab,30
4122,Tech Lab,40
4123,Building A,40
4124,Building C,150
4125,Building C,100
4126,Building B,50
4127,Tech Lab,150
4128,Science Hub,30
4129,Tech Lab,50
4130,Science Hub,30
4131,Science Hub,150
4132,Building B,40
4133,Building C,60
4134,Tech Lab,40
4135,Tech Lab,150
4136,Building C,30
4137,Tech Lab,50
4138,Science Hub,40
4139,Building A,30
4140,Science Hub,100
4141,Science Hub,60
4142,Building B,60
4143,Science Hub,150
4144,Building C,100
4145,Science Hub,150
4146,Building B,40
4147,Science Hub,100
4148,Tech Lab,40
4149,Science Hub,40
4150,Tech Lab,100
4151,Tech Lab,40
4152,Tech Lab,50
4153,Building B,100
4154,Building A,150
4155,Building C,50
4156,Tech Lab,30
4157,Building A,50
4158,Science Hub,30
4159,Science Hub,40
4160,Building B,60
4161,Tech Lab,30
4162,Tech Lab,150
4163,Building A,60
4164,Tech Lab,40
4165,Building A,30
4166,Building A,30
4167,Science Hub,50
4168,Building C,100
4169,Building A,50
4170,Tech Lab,60
4171,Science Hub,50
4172,Science Hub,60
4173,Building B,100
4174,Tech Lab,150
4175,Building A,50
4176,Tech Lab,40
4177,Building A,150
4178,Tech Lab,60
4179,Science Hub,30
4180,Tech Lab,150
4181,Science Hub,40
4182,Science Hub,60
4183,Science Hub,100
4184,Building B,30
4185,Science Hub,50
4186,Science Hub,60
4187,Tech Lab,60
4188,Building C,150
4189,Building C,150
4190,Building C,100
4191,Building C,30
4192,Science Hub,50
4193,Building B,30
4194,Building A,50
4195,Tech Lab,40
4196,Building A,150
4197,Building B,60
4198,Building A,150
4199,Building B,50
4200,Building C,60
4201,Building B,60
4202,Building B,100
4203,Science Hub,150
4204,Science Hub,50
4205,Building B,60
4206,Building C,150
4207,Science Hub,30
4208,Building A,100
4209,Building B,60
4210,Building B,100
4211,Building A,60
4212,Tech Lab,150
4213,Science Hub,40
4214,Science Hub,100
4215,Building A,40
4216,Building C,150
4217,Building C,150
4218,Building A,100
4219,Science Hub,150
4220,Building B,40
4221,Tech Lab,30
4222,Tech Lab,60
4223,Building A,30
4224,Building C,60
4225,Building B,50
4226,Building A,150
4227,Building B,30
4228,Building C,40
4229,Science Hub,30
4230,Building C,30
4231,Building A,150
4232,Building C,100
4233,Tech Lab,150
4234,Building B,150
4235,Science Hub,150
4236,Science Hub,150
4237,Building B,60
4238,Building A,30
4239,Tech Lab,100
4240,Building C,100
4241,Science Hub,30
4242,Tech Lab,100
4243,Science Hub,30
4244,Building C,40
4245,Science Hub,60
4246,Science Hub,150
4247,Building C,150
4248,Building C,50
4249,Building B,50
4250,Building A,30
4251,Building B,150
4252,Science Hub,30
4253,Building A,40
4254,Tech Lab,50
4255,Building B,40
4256,Building C,100
4257,Science Hub,40
4258,Building C,150
4259,Building B,30
4260,Science Hub,40
4261,Building B,40
4262,Tech Lab,30
4263,Building A,40
4264,Building B,60
4265,Building B,100
4266,Science Hub,150
4267,Building C,40
4268,Building A,60
4269,Science Hub,100
4270,Building C,100
4271,Building C,50
4272,Science Hub,60
4273,Building A,60
4274,Science Hub,50
4275,Building C,50
4276,Tech Lab,40
4277,Science Hub,100
4278,Building B,100
4279,Building A,30
4280,Building A,50
4281,Building B,30
4282,Building B,50
4283,Science Hub,100
4284,Building C,30
4285,Building B,30
4286,Building A,50
4287,Science Hub,150
4288,Building B,30
4289,Tech Lab,60
4290,Building C,60
4291,Building B,60
4292,Building A,150
4293,Building C,60
4294,Tech Lab,150
4295,Building B,30
4296,Building B,60
