CourseID,CourseName,credits,DepartmentID
2891,Applied Data Structures 5,3,2
2892,Advanced Networks 9,3,4
2893,Introduction to Machine Learning 7,3,7
2894,Advanced Ethical Hacking 1,2,7
2895,Systems in Machine Learning 1,2,3
2896,Introduction to Cloud Computing 4,2,5
2897,Systems in Database Systems 9,4,3
2898,Applied Database Systems 6,4,6
2899,Systems in Ethical Hacking 9,2,5
2900,Systems in Cloud Computing 9,4,8
2901,Fundamentals of Machine Learning 3,4,7
2902,Applied Data Structures 4,2,1
2903,Introduction to Networks 6,3,3
2904,Applied Cloud Computing 1,4,1
2905,Introduction to Machine Learning 5,2,8
2906,Advanced Cloud Computing 9,3,7
2907,Introduction to Machine Learning 2,3,2
2908,Fundamentals of Database Systems 5,4,8
2909,Fundamentals of Data Structures 1,4,8
2910,Applied Ethical Hacking 5,4,6
2911,Introduction to Networks 9,2,8
2912,Advanced Ethical Hacking 7,2,8
2913,Advanced Cloud Computing 6,3,4
2914,Applied Networks 4,4,7
2915,Applied Networks 5,4,3
2916,Fundamentals of Programming 1,4,6
2917,Applied Cloud Computing 6,4,1
2918,Systems in Ethical Hacking 8,4,4
2919,Applied Machine Learning 9,4,6
2920,Fundamentals of Cloud Computing 8,2,3
2921,Systems in Networks 7,3,1
2922,Systems in Programming 7,3,2
2923,Advanced Cloud Computing 9,3,1
2924,Applied Ethical Hacking 2,4,3
2925,Systems in Networks 9,4,2
2926,Advanced Ethical Hacking 3,4,4
2927,Systems in Machine Learning 9,3,2
2928,Introduction to Programming 3,2,2
2929,Applied Data Structures 3,3,6
2930,Fundamentals of Database Systems 2,3,8
2931,Fundamentals of Data Structures 8,3,3
2932,Applied Cloud Computing 8,4,5
2933,Introduction to Networks 2,3,3
2934,Applied Ethical Hacking 6,4,6
2935,Advanced Data Structures 9,4,5
2936,Advanced Networks 3,4,3
2937,Advanced Ethical Hacking 2,2,7
2938,Applied Database Systems 3,4,6
2939,Systems in Networks 4,2,3
2940,Systems in Machine Learning 7,3,8
2941,Systems in Database Systems 8,2,6
2942,Applied Networks 1,2,7
2943,Fundamentals of Programming 4,4,1
2944,Advanced Machine Learning 9,3,3
2945,Applied Networks 6,3,8
2946,Introduction to Ethical Hacking 5,4,5
2947,Advanced Networks 2,4,7
2948,Advanced Cloud Computing 7,2,7
2949,Applied Programming 4,4,7
2950,Fundamentals of Networks 8,3,7
2951,Introduction to Networks 2,3,1
2952,Applied Data Structures 5,2,6
2953,Fundamentals of Data Structures 5,3,2
2954,Systems in Data Structures 9,3,1
2955,Introduction to Ethical Hacking 3,4,1
2956,Fundamentals of Database Systems 8,4,1
2957,Systems in Networks 6,4,7
2958,Systems in Data Structures 6,4,5
2959,Advanced Machine Learning 9,4,6
2960,Systems in Cloud Computing 9,4,5
2961,Fundamentals of Database Systems 3,3,2
2962,Advanced Database Systems 2,3,1
2963,Applied Programming 6,2,8
2964,Introduction to Data Structures 6,4,7
2965,Advanced Machine Learning 6,4,8
2966,Applied Networks 6,4,6
2967,Applied Data Structures 7,3,1
2968,Fundamentals of Database Systems 4,3,1
2969,Advanced Networks 7,4,4
2970,Systems in Programming 4,3,8
2971,Fundamentals of Networks 1,4,8
2972,Applied Networks 5,4,2
2973,Fundamentals of Networks 5,2,1
2974,Introduction to Data Structures 8,2,8
2975,Introduction to Database Systems 2,3,8
2976,Introduction to Cloud Computing 8,2,4
2977,Systems in Data Structures 6,4,2
2978,Introduction to Database Systems 3,4,5
2979,Systems in Database Systems 1,3,8
2980,Applied Database Systems 4,2,4
2981,Systems in Ethical Hacking 2,3,4
2982,Introduction to Data Structures 6,2,4
2983,Advanced Database Systems 1,3,5
2984,Applied Database Systems 5,3,3
2985,Advanced Ethical Hacking 9,3,2
2986,Fundamentals of Networks 5,3,8
2987,Systems in Database Systems 4,3,8
2988,Fundamentals of Ethical Hacking 6,2,1
2989,Advanced Machine Learning 7,2,3
2990,Systems in Data Structures 2,4,6
2991,Applied Machine Learning 6,3,8
2992,Systems in Data Structures 3,3,3
2993,Advanced Ethical Hacking 7,4,5
2994,Applied Database Systems 9,2,8
2995,Advanced Programming 6,4,5
2996,Applied Machine Learning 6,4,7
2997,Advanced Programming 8,2,3
2998,Introduction to Database Systems 3,3,8
2077,Systems in Cloud Computing 4,2,6
2078,Advanced Networks 8,2,7
2079,Applied Machine Learning 9,3,2
2080,Applied Data Structures 6,2,6
2081,Applied Ethical Hacking 4,2,7
2082,Advanced Networks 2,4,4
2083,Systems in Machine Learning 2,4,2
2084,Applied Networks 5,3,6
2085,Applied Database Systems 7,3,4
2086,Introduction to Database Systems 7,2,2
2087,Fundamentals of Cloud Computing 4,2,8
2088,Advanced Ethical Hacking 4,4,3
2089,Applied Database Systems 6,4,3
2090,Introduction to Programming 7,2,5
2091,Advanced Database Systems 5,2,1
2092,Advanced Cloud Computing 7,4,1
2093,Introduction to Data Structures 9,4,8
2094,Advanced Machine Learning 7,4,1
2095,Fundamentals of Ethical Hacking 2,2,4
2096,Applied Cloud Computing 6,2,1
2097,Fundamentals of Data Structures 3,2,8
2098,Advanced Machine Learning 4,3,7
2099,Fundamentals of Networks 9,3,5
2100,Systems in Networks 1,3,8
2101,Applied Machine Learning 3,2,8
2102,Advanced Machine Learning 1,2,1
2103,Advanced Ethical Hacking 1,2,4
2104,Advanced Database Systems 2,2,5
2105,Advanced Networks 3,2,6
2106,Advanced Networks 6,3,5
2107,Fundamentals of Database Systems 8,3,2
2108,Fundamentals of Cloud Computing 8,2,4
2109,Introduction to Ethical Hacking 5,3,1
2110,Introduction to Data Structures 8,2,2
2111,Introduction to Programming 8,3,7
2112,Advanced Programming 2,3,8
2113,Advanced Database Systems 2,4,4
2114,Advanced Data Structures 4,3,8
2115,Introduction to Machine Learning 9,3,3
2116,Advanced Machine Learning 9,4,3
2117,Systems in Data Structures 3,3,4
2118,Applied Data Structures 6,4,8
2119,Advanced Networks 5,4,6
2120,Introduction to Machine Learning 5,4,1
2121,Advanced Ethical Hacking 6,3,1
2122,Applied Machine Learning 7,4,5
2123,Introduction to Networks 4,2,5
2124,Advanced Cloud Computing 3,3,8
2125,Introduction to Ethical Hacking 1,3,2
2126,Fundamentals of Networks 1,4,1
2127,Advanced Database Systems 8,2,4
2128,Systems in Data Structures 7,2,6
2129,Systems in Machine Learning 9,3,7
2130,Introduction to Data Structures 6,2,7
2131,Fundamentals of Cloud Computing 8,2,2
2132,Applied Ethical Hacking 4,2,4
2133,Introduction to Ethical Hacking 7,3,6
2134,Introduction to Machine Learning 1,4,4
2135,Systems in Data Structures 7,4,5
2136,Advanced Machine Learning 9,3,8
2137,Fundamentals of Programming 6,3,3
2138,Introduction to Ethical Hacking 2,4,4
2139,Systems in Database Systems 8,4,4
2140,Applied Cloud Computing 7,3,6
2141,Systems in Ethical Hacking 2,3,3
2142,Introduction to Ethical Hacking 3,3,5
2143,Introduction to Data Structures 4,3,5
2144,Fundamentals of Programming 2,2,7
2145,Applied Networks 8,4,1
2146,Applied Networks 5,2,4
2147,Introduction to Database Systems 5,3,3
2148,Advanced Cloud Computing 1,3,7
2149,Systems in Data Structures 5,4,7
2150,Advanced Ethical Hacking 3,4,3
2151,Introduction to Cloud Computing 9,3,3
2152,Fundamentals of Programming 9,4,1
2153,Applied Machine Learning 5,2,6
2154,Introduction to Networks 3,4,5
2155,Fundamentals of Ethical Hacking 4,4,7
2156,Advanced Networks 3,2,7
2157,Fundamentals of Machine Learning 3,2,1
2158,Fundamentals of Machine Learning 6,2,6
2159,Fundamentals of Ethical Hacking 9,4,5
2160,Systems in Programming 7,2,7
2161,Applied Database Systems 4,2,1
2162,Introduction to Ethical Hacking 9,3,2
2163,Advanced Database Systems 4,3,7
2164,Advanced Cloud Computing 7,3,6
2165,Fundamentals of Ethical Hacking 3,3,7
2166,Applied Data Structures 5,4,7
2167,Applied Networks 3,3,1
2168,Fundamentals of Ethical Hacking 3,4,4
2169,Advanced Programming 5,2,4
2170,Advanced Programming 1,4,5
2171,Systems in Networks 4,3,6
2172,Systems in Machine Learning 9,2,4
2173,Systems in Programming 5,4,7
2174,Applied Data Structures 9,2,2
2175,Systems in Machine Learning 9,4,8
2176,Systems in Cloud Computing 6,4,2
2177,Fundamentals of Ethical Hacking 2,3,8
2178,Applied Cloud Computing 7,4,5
2179,Systems in Programming 4,2,2
2180,Systems in Networks 3,3,8
2181,Introduction to Machine Learning 8,3,8
2182,Systems in Cloud Computing 9,4,4
2183,Introduction to Cloud Computing 2,3,5
2184,Systems in Machine Learning 8,2,2
2185,Applied Programming 9,4,4
2186,Systems in Ethical Hacking 3,3,3
2187,Fundamentals of Cloud Computing 2,4,2
2188,Introduction to Machine Learning 7,3,5
2189,Introduction to Networks 6,2,3
2190,Systems in Networks 9,3,2
2191,Advanced Ethical Hacking 7,3,7
2192,Fundamentals of Networks 3,2,4
2193,Advanced Cloud Computing 1,2,1
2194,Applied Networks 8,2,4
2195,Applied Ethical Hacking 9,2,2
2196,Fundamentals of Cloud Computing 9,3,8
2197,Introduction to Database Systems 4,4,4
2198,Systems in Data Structures 9,3,7
2199,Systems in Machine Learning 5,3,5
2200,Applied Programming 4,3,8
2201,Systems in Data Structures 6,3,2
2202,Advanced Ethical Hacking 9,4,7
2203,Fundamentals of Networks 9,3,4
2204,Fundamentals of Ethical Hacking 6,3,6
2205,Introduction to Programming 9,3,5
2206,Introduction to Database Systems 8,2,5
2207,Applied Data Structures 5,4,7
2208,Applied Database Systems 6,2,5
2209,Applied Ethical Hacking 6,3,2
2210,Advanced Programming 1,4,8
2211,Systems in Data Structures 1,3,3
2212,Applied Networks 5,2,3
2213,Introduction to Networks 7,2,2
2214,Fundamentals of Cloud Computing 4,2,5
2215,Advanced Data Structures 9,4,3
2216,Applied Networks 5,3,3
2217,Fundamentals of Data Structures 5,4,8
2218,Introduction to Networks 2,3,7
2219,Introduction to Ethical Hacking 1,4,5
2220,Advanced Ethical Hacking 3,2,8
2221,Fundamentals of Cloud Computing 9,2,1
2222,Applied Programming 4,2,4
2223,Systems in Data Structures 5,2,6
2224,Applied Programming 8,3,4
2225,Introduction to Database Systems 7,2,6
2226,Fundamentals of Ethical Hacking 6,3,7
2227,Fundamentals of Machine Learning 8,4,3
2228,Introduction to Cloud Computing 8,2,3
2229,Fundamentals of Data Structures 5,4,2
2230,Advanced Networks 6,3,6
2231,Introduction to Ethical Hacking 6,3,2
2232,Applied Database Systems 9,4,8
2233,Advanced Networks 3,2,1
2234,Advanced Data Structures 9,2,5
2235,Introduction to Cloud Computing 9,2,2
2236,Advanced Programming 4,4,3
2237,Advanced Cloud Computing 4,4,1
2238,Fundamentals of Programming 4,3,5
2239,Fundamentals of Data Structures 6,2,4
2240,Introduction to Data Structures 3,2,1
2241,Systems in Data Structures 5,2,1
2242,Introduction to Cloud Computing 6,3,6
2243,Applied Data Structures 9,4,5
2244,Introduction to Database Systems 9,4,6
2245,Fundamentals of Machine Learning 9,3,4
2246,Systems in Cloud Computing 3,2,3
2247,Introduction to Database Systems 6,2,6
2248,Systems in Machine Learning 6,2,4
2249,Fundamentals of Cloud Computing 8,2,2
2250,Introduction to Database Systems 7,2,3
2251,Applied Programming 2,3,3
2252,Applied Networks 8,3,4
2253,Applied Cloud Computing 5,4,5
2254,Fundamentals of Database Systems 3,3,5
2255,Advanced Machine Learning 3,2,1
2256,Systems in Ethical Hacking 8,4,4
2257,Advanced Ethical Hacking 2,2,6
2258,Introduction to Cloud Computing 5,4,5
2259,Introduction to Ethical Hacking 9,2,1
2260,Introduction to Machine Learning 1,2,1
2261,Introduction to Machine Learning 9,3,1
2262,Introduction to Cloud Computing 3,3,4
2263,Introduction to Programming 7,2,6
2264,Fundamentals of Machine Learning 9,3,6
2265,Systems in Networks 5,3,8
2266,Introduction to Machine Learning 8,4,6
2267,Advanced Machine Learning 4,3,3
2268,Introduction to Ethical Hacking 6,2,2
2269,Fundamentals of Ethical Hacking 1,3,1
2270,Advanced Machine Learning 1,2,3
2271,Fundamentals of Ethical Hacking 2,2,5
2272,Introduction to Cloud Computing 7,4,5
2273,Fundamentals of Networks 5,2,7
2274,Applied Networks 1,3,4
2275,Applied Ethical Hacking 5,4,6
2276,Fundamentals of Programming 5,4,5
2277,Systems in Ethical Hacking 7,2,7
2278,Advanced Data Structures 2,3,5
2279,Advanced Database Systems 5,2,2
2280,Fundamentals of Data Structures 7,3,1
2281,Advanced Data Structures 8,2,1
2282,Fundamentals of Programming 6,4,5
2283,Advanced Ethical Hacking 6,4,5
2284,Fundamentals of Networks 8,2,8
2285,Systems in Database Systems 9,2,4
2286,Advanced Data Structures 2,3,1
2287,Introduction to Machine Learning 1,3,1
2288,Systems in Database Systems 2,4,8
2289,Applied Machine Learning 4,3,2
2290,Systems in Machine Learning 5,2,2
2291,Introduction to Ethical Hacking 6,2,8
2292,Fundamentals of Networks 3,3,8
2293,Advanced Programming 5,4,7
2294,Introduction to Cloud Computing 2,2,5
2295,Systems in Database Systems 7,4,6
2296,Fundamentals of Cloud Computing 9,2,1
2297,Applied Data Structures 7,4,5
2298,Introduction to Programming 8,2,3
2299,Fundamentals of Networks 3,3,6
2300,Systems in Machine Learning 2,4,5
2301,Fundamentals of Networks 6,2,8
2302,Fundamentals of Database Systems 2,3,1
2303,Applied Ethical Hacking 2,3,2
2304,Advanced Cloud Computing 6,2,7
2305,Applied Database Systems 5,2,3
2306,Applied Ethical Hacking 8,3,1
2307,Introduction to Cloud Computing 3,3,1
2308,Systems in Data Structures 8,3,1
2309,Systems in Cloud Computing 2,3,3
2310,Fundamentals of Networks 7,2,1
2311,Advanced Database Systems 7,4,3
2312,Fundamentals of Machine Learning 4,2,1
2313,Systems in Machine Learning 9,2,7
2314,Applied Machine Learning 3,4,2
2315,Systems in Ethical Hacking 3,2,4
2316,Systems in Cloud Computing 1,4,4
2317,Advanced Programming 5,2,3
2318,Applied Machine Learning 7,3,3
2319,Advanced Ethical Hacking 2,2,2
2320,Fundamentals of Cloud Computing 6,2,4
2321,Systems in Machine Learning 2,4,1
2322,Advanced Programming 2,2,7
2323,Applied Cloud Computing 8,3,5
2324,Systems in Programming 5,4,4
2325,Advanced Programming 7,3,4
2326,Fundamentals of Ethical Hacking 9,2,5
2327,Systems in Ethical Hacking 1,3,5
2328,Applied Ethical Hacking 5,3,2
2329,Introduction to Cloud Computing 3,3,7
2330,Advanced Ethical Hacking 6,2,5
2331,Applied Cloud Computing 1,2,8
2332,Systems in Ethical Hacking 6,4,2
2333,Introduction to Machine Learning 6,2,4
2334,Introduction to Programming 3,3,6
2335,Fundamentals of Database Systems 8,2,3
2336,Applied Database Systems 9,3,6
2337,Applied Database Systems 8,3,3
2338,Applied Machine Learning 1,3,1
2339,Fundamentals of Ethical Hacking 4,4,7
2340,Fundamentals of Machine Learning 9,2,4
2341,Systems in Ethical Hacking 2,2,7
2342,Introduction to Programming 9,3,5
2343,Introduction to Data Structures 4,4,6
2344,Fundamentals of Cloud Computing 9,2,3
2345,Systems in Ethical Hacking 1,4,2
2346,Advanced Data Structures 7,4,2
2347,Fundamentals of Networks 3,2,4
2348,Introduction to Database Systems 9,4,2
2349,Fundamentals of Networks 1,3,3
2350,Systems in Cloud Computing 4,3,4
2351,Advanced Ethical Hacking 9,3,5
2352,Introduction to Data Structures 8,3,7
2353,Fundamentals of Database Systems 3,3,3
2354,Applied Machine Learning 3,4,4
2355,Systems in Database Systems 3,3,8
2356,Advanced Programming 4,2,5
2357,Advanced Networks 8,4,1
2358,Advanced Cloud Computing 2,4,3
2359,Fundamentals of Programming 5,4,6
2360,Applied Programming 6,4,5
2361,Applied Ethical Hacking 6,3,7
2362,Applied Data Structures 5,4,5
2363,Systems in Database Systems 1,2,1
2364,Introduction to Database Systems 5,4,3
2365,Advanced Database Systems 1,3,8
2366,Introduction to Ethical Hacking 3,4,8
2367,Advanced Networks 6,3,2
2368,Applied Data Structures 2,2,8
2369,Systems in Ethical Hacking 4,2,2
2370,Applied Machine Learning 4,4,3
2371,Systems in Machine Learning 4,3,7
2372,Applied Networks 7,4,6
2373,Systems in Database Systems 5,2,8
2374,Applied Database Systems 5,4,6
2375,Applied Networks 4,4,1
2376,Fundamentals of Machine Learning 6,2,2
2377,Applied Data Structures 9,2,4
2378,Applied Programming 6,3,7
2379,Applied Machine Learning 3,4,8
2380,Systems in Networks 8,2,5
2381,Introduction to Database Systems 4,3,1
2382,Fundamentals of Cloud Computing 5,2,3
2383,Applied Ethical Hacking 2,3,5
2384,Systems in Database Systems 1,4,5
2385,Introduction to Programming 9,4,4
2386,Systems in Database Systems 8,3,7
2387,Systems in Programming 5,3,2
2388,Applied Networks 6,2,5
2389,Applied Cloud Computing 1,2,8
2390,Introduction to Database Systems 7,3,1
2391,Advanced Networks 8,4,4
2392,Fundamentals of Data Structures 6,3,2
2393,Fundamentals of Machine Learning 6,4,8
2394,Applied Data Structures 7,3,6
2395,Advanced Cloud Computing 6,4,7
2396,Systems in Machine Learning 9,4,1
2397,Fundamentals of Database Systems 6,3,7
2398,Introduction to Networks 8,4,6
2399,Systems in Programming 9,4,8
2400,Introduction to Database Systems 5,2,5
2401,Introduction to Machine Learning 3,4,3
2402,Introduction to Data Structures 1,3,8
2403,Applied Cloud Computing 6,3,7
2404,Fundamentals of Database Systems 1,3,5
2405,Fundamentals of Machine Learning 7,2,8
2406,Advanced Programming 2,2,4
2407,Advanced Ethical Hacking 3,3,1
2408,Applied Database Systems 7,4,2
2409,Applied Data Structures 6,4,8
2410,Fundamentals of Database Systems 8,3,5
2411,Systems in Cloud Computing 7,2,6
2412,Advanced Database Systems 8,2,2
2413,Applied Networks 5,2,6
2414,Systems in Data Structures 7,2,3
2415,Systems in Ethical Hacking 9,3,4
2416,Introduction to Data Structures 6,2,3
2417,Introduction to Data Structures 6,2,3
2418,Systems in Cloud Computing 4,3,6
2419,Fundamentals of Data Structures 3,2,3
2420,Fundamentals of Cloud Computing 1,4,7
2421,Introduction to Machine Learning 5,3,1
2422,Fundamentals of Ethical Hacking 4,2,7
2423,Systems in Data Structures 2,4,6
2424,Applied Programming 9,4,7
2425,Applied Data Structures 6,4,1
2426,Introduction to Networks 4,4,4
2427,Introduction to Programming 1,2,8
2428,Introduction to Cloud Computing 8,4,6
2429,Systems in Ethical Hacking 9,2,2
2430,Systems in Programming 8,3,5
2431,Fundamentals of Ethical Hacking 7,4,7
2432,Systems in Data Structures 6,4,8
2433,Advanced Networks 5,2,8
2434,Advanced Data Structures 7,4,2
2435,Introduction to Machine Learning 3,4,5
2436,Advanced Networks 6,3,3
2437,Introduction to Programming 1,3,3
2438,Systems in Programming 3,3,4
2439,Introduction to Ethical Hacking 7,2,3
2440,Applied Programming 4,2,5
2441,Introduction to Machine Learning 6,2,3
2442,Fundamentals of Machine Learning 1,3,5
2443,Systems in Data Structures 7,3,7
2444,Fundamentals of Cloud Computing 1,3,6
2445,Systems in Machine Learning 5,4,2
2446,Applied Ethical Hacking 7,3,8
2447,Applied Ethical Hacking 3,2,2
2448,Advanced Programming 1,4,2
2449,Systems in Networks 7,2,1
2450,Advanced Database Systems 5,3,6
2451,Advanced Cloud Computing 3,4,8
2452,Introduction to Ethical Hacking 4,3,6
2453,Systems in Machine Learning 1,2,1
2454,Systems in Database Systems 3,2,1
2455,Introduction to Machine Learning 6,2,5
2456,Advanced Database Systems 4,4,7
2457,Fundamentals of Database Systems 2,4,6
2458,Applied Data Structures 3,4,2
2459,Fundamentals of Ethical Hacking 8,2,7
2999,Systems in Networks 4,3,7
3000,Fundamentals of Machine Learning 5,2,8
3001,Introduction to Machine Learning 1,3,3
3002,Advanced Database Systems 5,3,5
3003,Systems in Database Systems 9,2,2
3004,Fundamentals of Machine Learning 9,2,2
3005,Systems in Networks 6,2,5
3006,Introduction to Cloud Computing 8,4,3
3007,Fundamentals of Database Systems 6,2,5
3008,Advanced Data Structures 2,3,1
3009,Applied Cloud Computing 4,3,5
3010,Fundamentals of Database Systems 7,2,4
3011,Systems in Database Systems 7,4,3
3012,Systems in Programming 3,4,2
3013,Fundamentals of Machine Learning 7,3,3
3014,Advanced Networks 1,4,3
3015,Applied Data Structures 2,3,1
3016,Fundamentals of Ethical Hacking 4,2,6
3017,Advanced Programming 7,2,7
3018,Fundamentals of Machine Learning 4,3,3
3019,Applied Ethical Hacking 8,2,4
3020,Systems in Networks 2,2,7
3021,Introduction to Networks 8,3,5
3022,Introduction to Ethical Hacking 7,4,7
3023,Applied Data Structures 7,2,6
3024,Applied Programming 7,4,5
3025,Introduction to Programming 4,4,4
3026,Advanced Networks 9,3,7
3027,Advanced Networks 5,3,6
3028,Fundamentals of Database Systems 1,2,3
3029,Systems in Database Systems 8,2,6
3030,Advanced Programming 9,2,5
3031,Introduction to Programming 3,2,6
3032,Fundamentals of Data Structures 1,2,1
3033,Advanced Ethical Hacking 4,4,8
3034,Advanced Database Systems 6,4,1
3035,Introduction to Machine Learning 5,2,5
3036,Advanced Machine Learning 3,4,5
3037,Systems in Programming 8,3,7
3038,Advanced Machine Learning 3,4,3
3039,Systems in Ethical Hacking 1,2,6
3040,Advanced Machine Learning 5,4,2
3041,Advanced Programming 8,4,5
3042,Fundamentals of Machine Learning 4,4,3
3043,Applied Networks 9,2,1
3044,Fundamentals of Machine Learning 2,4,1
3045,Advanced Networks 2,2,7
3046,Systems in Networks 2,3,2
3047,Introduction to Cloud Computing 3,3,2
3048,Systems in Data Structures 7,3,1
3049,Fundamentals of Machine Learning 8,2,6
3050,Systems in Database Systems 6,3,7
3051,Fundamentals of Machine Learning 1,4,3
3052,Systems in Networks 4,3,5
3053,Fundamentals of Cloud Computing 8,2,2
3054,Applied Data Structures 8,2,6
3055,Systems in Programming 6,3,5
3056,Advanced Data Structures 3,4,6
3057,Applied Cloud Computing 4,2,8
3058,Advanced Machine Learning 4,3,4
3059,Applied Ethical Hacking 3,4,2
3060,Systems in Machine Learning 6,4,5
3061,Fundamentals of Networks 3,4,7
3062,Advanced Database Systems 8,2,6
3063,Advanced Database Systems 1,4,3
3064,Advanced Networks 6,3,8
3065,Introduction to Data Structures 6,2,4
3066,Applied Database Systems 2,2,7
3067,Applied Ethical Hacking 2,3,5
3068,Introduction to Networks 2,3,3
3069,Advanced Data Structures 4,2,3
3070,Systems in Machine Learning 8,3,5
3071,Fundamentals of Programming 3,2,3
3072,Advanced Machine Learning 5,3,6
3073,Fundamentals of Machine Learning 5,4,6
3074,Systems in Machine Learning 5,3,4
3075,Introduction to Machine Learning 2,4,6
3076,Introduction to Programming 4,2,7
3077,Systems in Programming 6,3,8
3078,Fundamentals of Data Structures 6,3,6
3079,Systems in Cloud Computing 4,3,8
3080,Applied Database Systems 2,4,4
3081,Applied Data Structures 4,3,1
3082,Fundamentals of Database Systems 8,4,6
3083,Advanced Database Systems 2,3,3
3084,Applied Networks 9,4,6
3085,Advanced Networks 6,2,3
3086,Systems in Ethical Hacking 5,3,1
3087,Applied Database Systems 2,4,8
3088,Applied Programming 7,3,6
3089,Fundamentals of Database Systems 8,2,5
3090,Introduction to Machine Learning 3,2,6
3091,Fundamentals of Database Systems 7,4,5
3092,Fundamentals of Cloud Computing 3,3,4
3093,Introduction to Networks 7,4,1
3094,Advanced Programming 7,2,4
3095,Fundamentals of Ethical Hacking 4,3,1
3096,Advanced Ethical Hacking 1,2,6
3097,Advanced Programming 5,4,7
3098,Systems in Networks 9,4,3
3099,Advanced Machine Learning 5,4,3
3100,Introduction to Data Structures 4,2,2
3101,Fundamentals of Programming 7,3,4
3102,Introduction to Machine Learning 9,3,7
3103,Fundamentals of Database Systems 9,2,4
3104,Applied Machine Learning 3,3,3
3105,Applied Networks 1,2,5
3106,Fundamentals of Database Systems 7,3,2
3107,Fundamentals of Data Structures 6,3,3
3108,Advanced Machine Learning 7,4,4
3109,Introduction to Database Systems 7,3,6
3110,Fundamentals of Machine Learning 3,3,2
3111,Advanced Data Structures 4,2,8
3112,Advanced Data Structures 7,3,6
3113,Fundamentals of Cloud Computing 6,2,2
3114,Fundamentals of Machine Learning 6,2,6
3115,Fundamentals of Programming 9,2,6
3116,Advanced Ethical Hacking 7,4,8
3117,Advanced Networks 1,4,5
3118,Advanced Database Systems 1,4,4
3119,Applied Networks 5,4,7
3120,Introduction to Programming 2,4,6
3121,Fundamentals of Networks 6,3,6
3122,Introduction to Database Systems 3,2,4
3123,Applied Programming 2,3,3
3124,Introduction to Machine Learning 5,2,6
3125,Systems in Data Structures 6,4,6
3126,Advanced Data Structures 7,2,3
3127,Advanced Networks 1,4,1
3128,Applied Networks 8,4,5
3129,Introduction to Programming 9,4,1
3130,Fundamentals of Machine Learning 5,3,8
3131,Advanced Programming 1,4,8
3132,Advanced Networks 8,3,5
3133,Systems in Ethical Hacking 3,4,2
3134,Introduction to Programming 2,3,3
3135,Introduction to Data Structures 2,2,1
3136,Applied Machine Learning 9,4,7
3137,Advanced Programming 5,3,7
3138,Advanced Ethical Hacking 1,3,1
3139,Advanced Networks 9,3,7
3140,Fundamentals of Networks 8,4,6
3141,Systems in Database Systems 3,2,6
3142,Fundamentals of Programming 3,2,7
3143,Introduction to Data Structures 4,4,3
3144,Applied Ethical Hacking 1,3,4
3145,Fundamentals of Data Structures 1,4,3
3146,Advanced Networks 8,3,2
3147,Fundamentals of Database Systems 4,4,7
3148,Advanced Database Systems 6,3,8
3149,Applied Cloud Computing 6,2,2
3150,Introduction to Ethical Hacking 9,3,3
3151,Applied Machine Learning 8,3,5
3152,Systems in Programming 1,3,8
3153,Introduction to Machine Learning 6,3,6
3154,Advanced Networks 7,3,6
3155,Advanced Data Structures 2,2,4
3156,Introduction to Ethical Hacking 7,2,2
3157,Fundamentals of Networks 1,3,7
3158,Systems in Machine Learning 3,4,8
3159,Advanced Data Structures 8,2,4
3160,Fundamentals of Database Systems 5,2,6
3161,Advanced Programming 9,3,3
3162,Systems in Data Structures 2,4,1
3163,Introduction to Machine Learning 8,3,7
3164,Fundamentals of Cloud Computing 9,2,3
3165,Systems in Database Systems 7,3,7
3166,Introduction to Programming 5,2,1
3167,Applied Cloud Computing 3,2,1
3168,Systems in Machine Learning 1,4,6
3169,Advanced Machine Learning 5,2,4
3170,Advanced Database Systems 3,2,1
3171,Advanced Programming 2,3,8
3172,Systems in Networks 3,3,3
3173,Advanced Ethical Hacking 9,3,8
3174,Advanced Cloud Computing 6,3,4
3175,Introduction to Ethical Hacking 5,3,3
3176,Introduction to Database Systems 1,4,2
3177,Introduction to Ethical Hacking 5,3,4
3178,Advanced Programming 7,4,8
3179,Applied Ethical Hacking 4,4,8
3180,Fundamentals of Database Systems 9,4,4
3181,Applied Ethical Hacking 1,4,3
3182,Applied Database Systems 8,3,5
3183,Advanced Ethical Hacking 8,2,5
3184,Advanced Programming 7,3,1
3185,Systems in Ethical Hacking 2,3,5
3186,Advanced Ethical Hacking 2,3,5
3187,Advanced Cloud Computing 1,3,5
3188,Applied Networks 7,3,7
3189,Systems in Cloud Computing 6,3,5
3190,Fundamentals of Programming 4,2,4
3191,Introduction to Networks 7,2,7
3192,Advanced Database Systems 2,4,7
3193,Advanced Cloud Computing 1,2,5
3194,Applied Database Systems 7,2,5
3195,Advanced Networks 9,2,7
3196,Fundamentals of Programming 2,2,1
3197,Advanced Data Structures 9,3,4
3198,Systems in Ethical Hacking 2,3,3
3199,Advanced Programming 1,4,1
3200,Introduction to Database Systems 9,3,4
3201,Advanced Data Structures 7,4,5
3202,Advanced Cloud Computing 6,4,8
3203,Fundamentals of Data Structures 4,2,7
3204,Systems in Database Systems 7,3,7
3205,Introduction to Machine Learning 4,3,4
3206,Fundamentals of Database Systems 4,4,1
3207,Advanced Ethical Hacking 4,4,8
3208,Applied Data Structures 9,4,4
3209,Applied Ethical Hacking 9,2,8
3210,Applied Data Structures 5,2,6
